business_name,immediate_categories,parent_categories,price
Fancy Franks,"Hot Dogs, Burgers, Fast Food",Restaurants,$$
Dark Horse Espresso Bar,Coffee & Tea,Food,$$
Home Of The Brave,American (Traditional),Restaurants,$$
Green Eggplant Restaurant,"Canadian (New), Mediterranean",Restaurants,$$
Figo,Italian,Restaurants,$$$
Rose and Sons,"Coffee & Tea, Breakfast & Brunch, Diners","Restaurants,Food",$$
Pearl Harbourfront Chinese Cuisine,"Dim Sum, Noodles, Seafood","Restaurants,Chinese",$$
Big Fat Burrito,"Mexican, Tex-Mex",Restaurants,$
Colette Grand Cafe - Yorkdale,Cafes,Restaurants,
Lim Ga Ne,Korean,Restaurants,$$
Art Gallery of Ontario AGO,Art Museums,Museums,
The Rec Room,"Canadian (New), Arcades, Bars","Restaurants,Nightlife,Arts & Entertainment",$$
"The Westin Harbour Castle, Toronto","Hotels, Venues & Event Spaces","Event Planning & Services,Hotels & Travel",$$$
Harlem Underground,"Southern, Cajun/Creole, Soul Food",Restaurants,$$
Moo Frites,"Belgian, Fast Food",Restaurants,$
NAILSENSE,"Nail Salons, Hair Removal",Beauty & Spas,$$
Toula,"Wine Bars, Italian","Restaurants,Bars",$$$
Sheraton Centre Toronto Hotel,"Hotels, Venues & Event Spaces","Event Planning & Services,Hotels & Travel",$$$
Yummy Korean Food Restaurant,Korean,Restaurants,$
Ki Modern Japanese + Bar,"Japanese, Sushi Bars",Restaurants,$$$
Como En Casa,Mexican,Restaurants,$
Xe Lua Restaurant,Vietnamese,Restaurants,$
The Fry,"Pubs, Korean","Restaurants,Bars",$$
Lalibela Ethiopian Restaurant,Ethiopian,Restaurants,$$
Aoyama Sushi Restaurant,"Japanese, Sushi Bars",Restaurants,$$$
Fabbrica,"Seafood, Italian, Pizza",Restaurants,$$$
Live Organic Food Bar,"Organic Stores, Live/Raw Food, Juice Bars & Smoothies","Restaurants,Food",$$
Golden Thai Restaurant,Thai,Restaurants,$$
Adamson Barbecue,Barbeque,Restaurants,$$
0109 Dessert & Chocolate,"Desserts, Chocolatiers & Shops","Food,Specialty Food",$$
Ruth's Chris Steak House,"Steakhouses, Seafood, Lounges","Restaurants,Bars",$$$$
Ali Baba's Middle Eastern Cuisine,Middle Eastern,Restaurants,$
Forget Me Not Cafe,"Cafes, Coffee & Tea","Food,Restaurants",$
Lai Wah Heen,Dim Sum,Chinese,$$$
Thai Room,"Thai, Malaysian",Restaurants,$$
JINYA Ramen Bar,Ramen,Japanese,$$
Pizza Rustica,"Pizza, Italian",Restaurants,$$
The One That Got Away,"Fish & Chips, Soup, Sandwiches",Restaurants,$$
Pho Pasteur,Vietnamese,Restaurants,$$
Caffe Demetre,"Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea",Food,$$
Southern Accent Restaurant,"Southern, Cajun/Creole, Soul Food",Restaurants,$$$
Calii Love,"Hawaiian, Juice Bars & Smoothies, Coffee & Tea","Food,Restaurants",$$
Hodo Kwaja,"Korean, Bakeries","Food,Restaurants",$
Grasshopper Restaurant,"Vegan, Salad, Vegetarian",Restaurants,$$
Mother India,Indian,Restaurants,$$
AKA-ONI Izakaya,"Japanese, Sushi Bars, Asian Fusion",Restaurants,$$
Pho Linh,"Vietnamese, Soup",Restaurants,$
Air Canada,Airlines,Transportation,
The Real Jerk,"Lounges, Caribbean","Restaurants,Bars",$$
Assembly Chef's Hall,Food Court,Restaurants,$$
Saving Grace,Breakfast & Brunch,Restaurants,$$
Tim Horton's,"Coffee & Tea, Bakeries",Food,$
Fox and Fiddle,Pubs,Bars,$$
100 Percent Korean,Korean,Restaurants,$
Hunters Landing Bar Grill Hub Restaurant,"Comfort Food, Canadian (New), Bars","Restaurants,Nightlife",$$
Nuit Social,"Modern European, Cocktail Bars, Canadian (New)","Restaurants,Bars",$$
Corrado's Restaurant,"Pizza, Italian",Restaurants,$$
To-ne Sushi,"Japanese, Sushi Bars, Asian Fusion",Restaurants,$$
King Taps,"Canadian (New), Breakfast & Brunch, Lounges","Restaurants,Bars",$$
Leña Restaurante,"Spanish, Cocktail Bars, Latin American","Restaurants,Bars",$$$
Smith,"Breakfast & Brunch, Canadian (New), Bars","Restaurants,Nightlife",$$
Bach Yen,"Thai, Vietnamese, Juice Bars & Smoothies","Restaurants,Food",$
Mercatto,Italian,Restaurants,$$
Eggsmart,Breakfast & Brunch,Restaurants,$$
Carousel Bakery,"Sandwiches, Bakeries","Restaurants,Food",$
Vietnam Noodle Star,"Noodles, Vietnamese",Restaurants,$$
Carole's Cheesecake Cafe,"Desserts, Bakeries",Food,$$
La Bella Managua,"Nicaraguan, Latin American",Restaurants,$$
Luckee,"Dim Sum, Breakfast & Brunch","Restaurants,Chinese",$$$
Kasa Moto,"Japanese, Sushi Bars",Restaurants,$$$
Kanpai Snack Bar,"Tapas Bars, Taiwanese",Restaurants,$$
Sunrise House,Korean,Restaurants,$$
Fred's Not Here,Canadian (New),Restaurants,$$$
Scotiabank Arena,Stadiums & Arenas,Arts & Entertainment,
Uncle Betty's Diner,"Poutineries, Salad, Sandwiches",Restaurants,$$
Pravda Vodka Bar,"Russian, Lounges","Restaurants,Bars",$$
Sushi Inn,"Japanese, Sushi Bars",Restaurants,$$
Chine Legendary Hot Pot & Noodles,"Hot Pot, Noodles, Chinese",Restaurants,$$
Aroma Fine Indian Cuisine,Indian,Restaurants,$$
Sin & Redemption,"Venues & Event Spaces, Pubs","Event Planning & Services,Bars",$$
Gio Rana's Really Really Nice Restaurant,"Tapas/Small Plates, Italian",Restaurants,$$$
Maker Pizza,Pizza,Restaurants,$$
Antler Kitchen & Bar,Canadian (New),Restaurants,$$$
Trattoria Mercatto,"Pizza, Italian",Restaurants,$$
Gladstone Hotel,"Hotels, Lounges","Bars,Event Planning & Services,Hotels & Travel",$$
The Alley,Bubble Tea,Food,$$
Schnitzel Queen,"Sandwiches, German",Restaurants,$$
One Restaurant,Canadian (New),Restaurants,$$$$
Reds Midtown Tavern,"Wine Bars, Venues & Event Spaces, Argentine","Restaurants,Event Planning & Services,Bars",$$
Amaya Express,Indian,Restaurants,$$
Poop Cafe,"Cafes, Ice Cream & Frozen Yogurt, Desserts","Food,Restaurants",$$
Holt Renfrew,"Accessories, Men's Clothing, Women's Clothing",Fashion,$$$$
Forno Cultura,"Coffee & Tea, Bakeries",Food,$$
Snow Time,"Desserts, Shaved Snow",Food,$$
Town Crier Pub,"Pubs, German","Restaurants,Bars",$$
Boston Pizza,"Pizza, Burgers, Sandwiches",Restaurants,$$
Kookminhakgyo,"Korean, Barbeque",Restaurants,$$
Osmow's,"Middle Eastern, Mediterranean",Restaurants,$
Greg's Ice Cream,Ice Cream & Frozen Yogurt,Food,$
Dutch Dreams,Ice Cream & Frozen Yogurt,Food,$$
Biff's Bistro,French,Restaurants,$$$
Baro,"Cocktail Bars, Latin American, Chicken Wings","Restaurants,Bars",$$$
Cafe Diplomatico Restaurant & Pizzeria,"Breakfast & Brunch, Pizza, Italian",Restaurants,$$
One2 Snacks,"Chinese, Asian Fusion, Malaysian",Restaurants,$
Rosewood Asian Cuisine,"Pizza, Chinese, Sushi Bars",Restaurants,$$
Yueh Tung Restaurant,"Breakfast & Brunch, Hakka","Restaurants,Chinese",$$
Chadwick's,"Comfort Food, Canadian (New)",Restaurants,$$
Gonoe Sushi,"Japanese, Sushi Bars",Restaurants,$$
Jollibee,"Filipino, Fast Food",Restaurants,
Aanch Modernistic Indian Cuisine,Indian,Restaurants,$$
Nana,Thai,Restaurants,$$
Red Lobster,"Seafood, American (Traditional)",Restaurants,$$
Mangia & Bevi,"Pizza, Italian",Restaurants,$$
Billy Bishop Toronto City Airport,Airports,Hotels & Travel,
Oyster Boy,Seafood,Restaurants,$$$
Chino Locos Original,Mexican,Restaurants,$
Frankie's,"Breakfast & Brunch, Diners",Restaurants,$$
Roselle,"Patisserie/Cake Shop, Desserts, Bakeries",Food,$$
Bâton Rouge Steakhouse & Bar,"Steakhouses, Seafood, Cocktail Bars","Restaurants,Bars",$$
Pancho's Bakery,Food Trucks,Food,$
Ontario Lottery Corporation,,,
The Second City - Toronto,"Performing Arts, Comedy Clubs","Nightlife,Arts & Entertainment",$$
Crown Prince Fine Dining & Banquet,Dim Sum,Chinese,$$
What A Bagel - Spadina,"Breakfast & Brunch, Bagels, Bakeries","Restaurants,Food",$$
Dimmi Bar & Trattoria,"Venues & Event Spaces, Italian","Restaurants,Event Planning & Services",$$
Mezes,"Greek, Mediterranean",Restaurants,$$
Java House,"Pubs, Coffee & Tea","Food,Bars",$
Arisu Korean BBQ & Sushi,"Japanese, Korean, Barbeque",Restaurants,$$
Winners,"Shoe Stores, Men's Clothing, Women's Clothing",Fashion,$$
Brownstone Bistro,"Breakfast & Brunch, Steakhouses, Italian",Restaurants,$$
Lit Espresso Bar,Coffee & Tea,Food,$$
Bulldog Coffee,"Cafes, Desserts, Coffee & Tea","Restaurants,Food",$
Charidise,"Tea Rooms, Desserts, Taiwanese","Food,Restaurants",$$
Jump Restaurant,"Wine Bars, Canadian (New)","Restaurants,Bars",$$$
Canadian National Exhibition,Festivals,Arts & Entertainment,
Barsa Taberna,Tapas Bars,Restaurants,$$$
Astoria Shish Kebob House,"Greek, Mediterranean",Restaurants,$$
Apiecalypse Now!,"Vegan, Ice Cream & Frozen Yogurt, Pizza","Restaurants,Food",$
Sugarmoon,"Skin Care, Tanning, Hair Removal",Beauty & Spas,$$
Udupi Palace,"Indian, Vegetarian, Gluten-Free",Restaurants,$$
Daldongnae,"Korean, Barbeque",Restaurants,$$
Los Colibris,Mexican,Restaurants,$$$
iQ,"Health Markets, Juice Bars & Smoothies, Coffee & Tea","Food,Specialty Food",$$
Huevos Gourmet,"Breakfast & Brunch, Mexican",Restaurants,$$
Hogtown Smoke In the Beach,"Southern, Food Trucks, Barbeque","Restaurants,Food",$$
The Shore Club - Toronto,"Steakhouses, Seafood, Cocktail Bars","Restaurants,Bars",$$$
Light Cafe,Cafes,Restaurants,$$
Chelsea Hotel,Hotels,"Event Planning & Services,Hotels & Travel",$$
Quantum Coffee,Coffee & Tea,Food,$$
Uncle Tetsu's Japanese Angel Cafe,"Patisserie/Cake Shop, Desserts",Food,$$
Pomegranate Restaurant,"Middle Eastern, Persian/Iranian",Restaurants,$$
Nguyên Huong,"Vietnamese, Sandwiches",Restaurants,$
Sephora,"Makeup Artists, Cosmetics & Beauty Supply","Shopping,Beauty & Spas",$$$
Cafe Princess,Coffee & Tea,Food,$$
Allen's,"Irish, Pubs","Restaurants,Bars",$$
Cafe Oro Di Napoli,"Pizza, Italian",Restaurants,
Mucho Burrito,Mexican,Restaurants,$
The Wren,"American (Traditional), Bars","Restaurants,Nightlife",$$
Little Sister,"Indonesian, Bars","Restaurants,Nightlife",$$
Oretta,"Bars, Italian","Restaurants,Nightlife",$$$
Deer Garden Signatures,Noodles,Restaurants,
DaanGo Cake Lab,"Desserts, Macarons, Bakeries","Food,Specialty Food",$$
Kanga,Australian,Restaurants,$
Spoon & Fork Plus,"Thai, Japanese, Italian",Restaurants,$$
Fat Pasha,Middle Eastern,Restaurants,$$$
Blo Blow Dry Bar,"Blow Dry/Out Services, Makeup Artists","Hair Salons,Beauty & Spas",$$
Paramount Fine Foods,Middle Eastern,Restaurants,$$
Duke's Refresher + Bar,"Beer Bar, Burgers, American (Traditional)","Restaurants,Bars",$$
FIKA,"Sandwiches, Desserts, Coffee & Tea","Food,Restaurants",$
Tabülè Middle Eastern Cuisine,Middle Eastern,Restaurants,$$
Yorkville Crepes,"Cafes, Desserts, Creperies","Restaurants,Food",$$
Panera Bread,"Soup, Salad, Sandwiches",Restaurants,$$
Echo Sushi,"Japanese, Sushi Bars",Restaurants,$$
Island Foods,Caribbean,Restaurants,$
The Distillery District,Local Flavor,,
SU&BU,"Japanese, Poke","Restaurants,Food",$$
Salad Days,"Salad, Food Stands",Restaurants,$
Soco Kitchen and Bar,"Canadian (New), Bars","Restaurants,Nightlife",$$
La Tortilleria,Mexican,Restaurants,$$
Mamakas Taverna,"Greek, Mediterranean",Restaurants,$$$
Hanmoto,"Japanese, Asian Fusion",Restaurants,$$
Go For Tea,"Chinese, Tea Rooms, Coffee & Tea","Food,Restaurants",$$
Vanta Coffee Club & Eatery,"Sandwiches, Cafes, Coffee & Tea","Food,Restaurants",$
Great Burger Kitchen,Burgers,Restaurants,$$
Parts & Labour,"Canadian (New), Bars","Restaurants,Nightlife",$$
Buca Yorkville,"Seafood, Italian",Restaurants,$$$
Allwyn's Bakery,Caribbean,Restaurants,$
Dollarama,Discount Store,Shopping,
Hanabusa Cafe,"Desserts, Coffee & Tea",Food,$$
Maki My Way,"Japanese, Sushi Bars, Asian Fusion",Restaurants,$$
Cocina Economica,Mexican,Restaurants,$$
Fresh on Crawford,"Vegan, Burgers, Juice Bars & Smoothies","Restaurants,Food",$$
Honey B Hives Restaurant,"Breakfast & Brunch, Burgers, Coffee & Tea","Restaurants,Food",$
Menchie's Frozen Yogurt,Ice Cream & Frozen Yogurt,Food,$
Tosto Quickfire Pizza Pasta,"Pizza, Italian, Sandwiches",Restaurants,$$
TTC - Toronto Transit Commision,Public Transportation,Transportation,
Kamiya Hairdressing,"Hair Salons, Cosmetics & Beauty Supply","Shopping,Beauty & Spas",$$
Hapa Toronto,Japanese,Restaurants,$$$
Te Aro,"Cafes, Coffee & Tea","Food,Restaurants",$
The Ace,"Comfort Food, Breakfast & Brunch, Canadian (New)",Restaurants,$$
Greek & Co,Greek,Restaurants,$$
Civello Queen St. W Salon & Spa,"Nail Salons, Hair Salons, Day Spas",Beauty & Spas,$$$
Delysees,"Macarons, Bakeries","Food,Specialty Food",$$
Brick Street Bakery,Bakeries,Food,$
Cineplex Cinemas Yonge-Dundas and VIP,Cinema,Arts & Entertainment,
Fuwa Fuwa Japanese Pancakes,"Breakfast & Brunch, Desserts, Coffee & Tea","Food,Restaurants",$$
Ethiopian House Restaurant,Ethiopian,Restaurants,$$
Yamato Japanese Restaurant,"Japanese, Sushi Bars",Restaurants,$$$
Salon de Elephant,"Hair Salons, Cosmetics & Beauty Supply","Shopping,Beauty & Spas",$$
Nodo,Italian,Restaurants,$$
N15 Hair Salon,"Eyelash Service, Hair Salons",Beauty & Spas,$$$
Nobuya,Japanese,Restaurants,$$
Hockey Hall of Fame,Museums,Arts & Entertainment,
El local loco,"Cocktail Bars, Mexican","Restaurants,Bars",$$
Me Va Me Kitchen Express,Mediterranean,Restaurants,$$
The Good Son,"Cocktail Bars, Pizza","Restaurants,Bars",$$$
Nu Bügel,Bagels,Food,$$
Aveda Institute Toronto,"Cosmetology Schools, Hair Salons","Specialty Schools,Beauty & Spas",$
Bymark,Canadian (New),Restaurants,$$$
New Ho King,Chinese,Restaurants,$$
East Thirty-Six,"Canadian (New), Cocktail Bars, Breakfast & Brunch","Restaurants,Bars",$$
Ematei Japanese Restaurant,Japanese,Restaurants,$$
Sushi Legend,"Japanese, Sushi Bars, Asian Fusion",Restaurants,$$
The Fanzone Wings & Ribs,"American (Traditional), Bars, Chicken Wings","Restaurants,Nightlife",$$
Tatami Sushi,Japanese,Restaurants,$$
Boralia,"Wine Bars, Canadian (New), Desserts","Restaurants,Bars,Food",$$$
Hoops Sports Bar & Grill,"American (Traditional), Sports Bars","Restaurants,Bars",$$
Kwan,Dim Sum,Chinese,$$
Kalendar,"French, Breakfast & Brunch, Italian",Restaurants,$$
Royaltea,"Ice Cream & Frozen Yogurt, Tea Rooms, Desserts",Food,$$
Anatolia Restaurant,"Turkish, Mediterranean",Restaurants,$$
Butter Avenue,"Desserts, Macarons, Bakeries","Food,Specialty Food",$$
Brazen Head Irish Pub,"Irish, Pubs","Restaurants,Bars",$$
Agio,Italian,Restaurants,$$
The Hole In the Wall,"Canadian (New), Pubs","Restaurants,Bars",$$
Easy Breakfast,Breakfast & Brunch,Restaurants,$$
Piano Piano,"Pizza, Italian",Restaurants,$$$
Green Beanery,Coffee & Tea,Food,$$
Yutaka,"Japanese, Sushi Bars",Restaurants,$$
Apple Store,"IT Services & Computer Repair, Computers, Mobile Phones","Local Services,Shopping",$$$
Kiin,Thai,Restaurants,$$$
Medieval Times Toronto,"Dinner Theater, American (Traditional)",Restaurants,$$$$
NEO COFFEE BAR,"Coffee & Tea, Bakeries",Food,$$
Peter Pan Bistro,"Canadian (New), Bistros",Restaurants,$$
Thai Express,Thai,Restaurants,$$
Flock Rotisserie + Greens,"Chicken Shop, Salad",Restaurants,$$
Il Fornello,Italian,Restaurants,$$
Pizza Nova,Pizza,Restaurants,$
The Markham Station Restaurant,"Canadian (New), Breakfast & Brunch",Restaurants,$$
Fresh on Eglinton,Vegan,Restaurants,$$
OverEasy Restaurant,Breakfast & Brunch,Restaurants,$$
Riddle Room,"Cafes, Escape Games","Restaurants,Active Life",$
Milk Bar Toronto,"Custom Cakes, Desserts, Bakeries",Food,$$
309 Dhaba Indian Excellence,Indian,Restaurants,$$
MEC Toronto,"Sporting Goods, Men's Clothing, Women's Clothing","Fashion,Shopping",$$
Pusateri's Fine Foods,"Caterers, Grocery, Specialty Food","Food,Event Planning & Services",$$$
Lavelle,Lounges,Bars,$$$
The Shameful Tiki Room,Tiki Bars,Bars,$$
FlightNetwork,Travel Services,Hotels & Travel,
King Slice,Pizza,Restaurants,$
Sushi One,"Japanese, Sushi Bars",Restaurants,$$
Square-Boy Drive-In,"Greek, Burgers",Restaurants,$
The Ballroom Bowl,"Sports Bars, Dance Clubs, Bowling","Active Life,Nightlife,Bars",$$
Nirvana,"Bars, Asian Fusion","Restaurants,Nightlife",$$
Hong Shing Chinese Restaurant,Chinese,Restaurants,$$
Wakame Sushi,"Japanese, Sushi Bars",Restaurants,$$
Galleria Supermarket,International Grocery,Food,$$
Restaurant Chantecler,"French, Cocktail Bars","Restaurants,Bars",$$
IKEA,"Furniture Stores, Outdoor Furniture Stores, Mattresses",Home & Garden,$$
Carisma,Italian,Restaurants,$$$
Sobeys,Grocery,Food,$$$
Not Just Noodles,Chinese,Restaurants,$
Madras Masala,Indian,Restaurants,$$
South St. Burger,Burgers,Restaurants,$$
Taverna Mercatto,Italian,Restaurants,$$
Taro's Fish,Seafood Markets,Specialty Food,$$
Madison Avenue Pub & Restaurant,"Pubs, American (Traditional)","Restaurants,Bars",$$
Shark Club Sports Bar & Grill,"Canadian (New), Lounges, Sports Bars","Restaurants,Bars",$$
Fune Japanese Restaurant,"Japanese, Sushi Bars",Restaurants,$$$
Sweet Olenka's,"Ice Cream & Frozen Yogurt, Desserts",Food,$
Pan On the Danforth,"Greek, Mediterranean",Restaurants,$$
Kibo Sushi House,"Japanese, Sushi Bars",Restaurants,$$
The Second Cup,Coffee & Tea,Food,$
Scotiabank Theatre,Cinema,Arts & Entertainment,
E11even,"Canadian (New), Steakhouses, Seafood",Restaurants,$$$
B.GOOD,"Salad, Burgers, Gluten-Free",Restaurants,$$
Bindia Indian Bistro,Indian,Restaurants,$$
Cava,"Spanish, Tapas/Small Plates",Restaurants,$$$
The Poke Box,"Poke, Salad","Restaurants,Food",$$
The Federal,"Breakfast & Brunch, American (Traditional), Bars","Restaurants,Nightlife",$$
Athens Pastries,"Mediterranean, Bakeries","Food,Restaurants",$
Jerk King,Caribbean,Restaurants,$$
Mill Street Beer Hall,"Canadian (New), Bars, Gastropubs","Restaurants,Nightlife",$$
Manic Coffee,Coffee & Tea,Food,$$
Gyu-Kaku Japanese BBQ,"Japanese, Asian Fusion, Barbeque",Restaurants,$$
Windsor Arms Hotel Tea Room,Tea Rooms,Food,$$$
Labothéry,Bubble Tea,Food,$$
Little Nicky's Coffee,"Donuts, Juice Bars & Smoothies, Coffee & Tea",Food,$
Famoso Neapolitan,Pizza,Restaurants,$$
Crepe It Up,Creperies,Restaurants,$
Crown & Dragon Pub,Pubs,Bars,$$
Carmen,Spanish,Restaurants,$$$
The Corned Beef House,"Delis, Sandwiches",Restaurants,$$
The Black Bull,Bars,Nightlife,$$
Off The Hook Fishbar,"Fish & Chips, Seafood",Restaurants,$$
Majesty's Pleasure,"Nail Salons, Day Spas, Hair Salons",Beauty & Spas,$$$
Mt Everest Restaurant,"Himalayan/Nepalese, Indian",Restaurants,$$
Le Papillon On Front,"French, Breakfast & Brunch",Restaurants,$$
Cold Tea,Bars,Nightlife,$$
Hank Daddy's Barbecue,"Southern, Sandwiches, Barbeque",Restaurants,$$
Rashers,"Comfort Food, Breakfast & Brunch, Sandwiches",Restaurants,$
Liberty Shawarma,Middle Eastern,Restaurants,$$
Sushi Sky Japanese Restaurant,"Japanese, Sushi Bars",Restaurants,$$
Bosk,Canadian (New),Restaurants,$$$
Top Gun  Burgers,"Burgers, Cheesesteaks",Restaurants,$$
Mabu Station,Taiwanese,Restaurants,$$
Soos,Malaysian,Restaurants,$$$
BQM Burger Shoppee,Burgers,Restaurants,$$
The Fish Store & Sandwiches,"Seafood, Sandwiches",Restaurants,$
Pita Land,"Halal, Middle Eastern, Sandwiches",Restaurants,$
Epicure City BOM,Korean,Restaurants,$$
Greenwood Smokehouse BBQ,"Southern, Soul Food, Barbeque",Restaurants,$$
A&W,"Burgers, Fast Food",Restaurants,
Mi-Ne Sushi,Japanese,Restaurants,$$
Campechano Taquería,Mexican,Restaurants,$$
Domino's Pizza,Pizza,Restaurants,$$
Banu,Persian/Iranian,Restaurants,$$
L'espresso Bar Mercurio,"Cafes, Coffee & Tea","Food,Restaurants",$$
Boom Breakfast & Company,Breakfast & Brunch,Restaurants,$$
Walmart,Department Stores,"Fashion,Shopping",$
Saigon Lotus,"Vegan, Vietnamese, Vegetarian",Restaurants,$$
Harbord House,"Canadian (New), Pubs","Restaurants,Bars",$$
Nichiban Sushi 4 U,Sushi Bars,Restaurants,$$
Educo Salon,Hair Salons,Beauty & Spas,$$
Nami Restaurant,"Japanese, Seafood",Restaurants,$$$
The Grapefruit Moon,"Breakfast & Brunch, Burgers, Vegetarian",Restaurants,$$
Pukka,Indian,Restaurants,$$$
Body Blitz Spa,Day Spas,Beauty & Spas,$$$
Ricarda's Toronto,"Breakfast & Brunch, Mediterranean, Italian",Restaurants,$$$
Pizza Hut,"Pizza, Italian",Restaurants,
Tori's Bakeshop,"Organic Stores, Coffee & Tea, Bakeries",Food,$$
Cheese Garden,"Patisserie/Cake Shop, Desserts, Custom Cakes",Food,$$
Evviva Breakfast & Lunch - Downtown Toronto,Breakfast & Brunch,Restaurants,$$
Toronto Public Library,Libraries,Public Services & Government,
I Deal Coffee,Coffee & Tea,Food,$
Cherry Street Bar-B-Que,Barbeque,Restaurants,$$
Vesuvio Pizzeria & Spaghetti House,"Pizza, Italian",Restaurants,$$
The Craft Brasserie & Grille,Brasseries,Restaurants,$$
Taylor's Landing Bar Grill Hub,"Comfort Food, Canadian (New), Bars","Restaurants,Nightlife",$$
Von Doughnuts,Donuts,Food,$$
Paupers Pub,"Pubs, Burgers, Sandwiches","Restaurants,Bars",$$
Aloette,"French, Bistros, Diners",Restaurants,$$$
Irish Embassy Pub & Grill,"Irish, Pubs","Restaurants,Bars",$$
